,title,author,date,text,url,news source,political affiliation
221,Breaking down Miguel Cotto-Canelo Alvarez: a Puerto Rico-Mexico battle,George Willis,2015-11-20,"It was supposed to be a fight for the WBC middleweight championship and still is, sort of. But what really is at stake Saturday night in Las Vegas when Miguel Angel Cotto and Saul “Canelo” Alvarez meet in a scheduled 12-round HBO pay-per-view ($59.95) bout is the pride of two countries passionate about boxing. Cotto already has earned a place in his nation’s storied boxing legacy by becoming the first Puerto Rican to win a world title in four different weight classes. At age 35, he is padding a resume that is already worthy of Hall of Fame consideration. Cotto (40-4, 33 KOs) would be defending the WBC middleweight title he earned by beating Sergio Martinez in June 2014 at Madison Square Garden, but Cotto was stripped of that title this week for reportedly refusing to pay the $300,000 sanctioning fee. “I don’t need a belt to fight Canelo,” Cotto said. Alvarez, who paid the fee, will be awarded the belt if he wins. He’ll also earn the signature victory of a career that has made him a superstar in Mexico, but still needs validating to be considered among the pound-for-pound best. A third-round knockout of an out-of-shape and desperate James Kirkland last May in Houston looked impressive, but he also suffered a one-sided loss to Floyd Mayweather in September 2014 and was lucky to get a split decision victory over Erislandy Lara in July 2014. A victory over Cotto would erase any lingering doubts about just how good he is and uphold the honor of Mexico. “Obviously, it’s a fight with a lot of responsibility and I’m up for it,” Alvarez said. “I’m looking forward to it because I know it can go down in history as one of the great fights between Mexico and Puerto Rico. My career is far from over. I have many more fights to come, but this is one I’ve been craving and wanting so bad.” Cotto is hoping to continue his rebirth under trainer Freddie Roach. After consecutive losses to Mayweather and Austin Trout, Cotto teamed with Roach and is 3-0 with three straight stoppages. “Freddie brings his best to every day and every session,” Cotto said. “The least I can do is bring my best, too. I think the chemistry between us grows every day.” Roach said he isn’t impressed with Alvarez (45-1-1, 32 KOs). “Canelo’s defense is terrible,” Roach said. “He follows you wherever you go. He’s like a robot. If you use angles on him, he will be lost. He cannot make adjustments well.” Normally, Roach is quick to predict his fighter will win by stoppage. Not in this case. “We are going to box a lot in this fight,” Roach said. “We’re not just going out there looking for a knockout. I don’t want him doing that. I want him using his foot speed and his angles. He’s a more complete fighter now than ever.” While the bout is being billed as a middleweight showdown, the fighters agreed to a catch-weight at 155, which is only a pound over the 154-pound junior middleweight title. The WBC had designated the winner to face mandatory challenger Gennady Golovkin, who holds the WBO, IBF and IBO titles. But it’s doubtful either Alvarez or Cotto will be facing the rugged Golovkin anytime soon. Roach said he knows what he’d like to see next. “I would love for Miguel to win this fight by knockout, call out Mayweather and then end his career,” the Hall of Fame trainer said. “Miguel always tells me that if he had me in his corner when he fought Mayweather he would have knocked him out. He tells me that story all the time. I think Miguel could pull off the strategy I have to beat Mayweather. I think that would be a good fight for him. I think I could put Miguel in a very aggressive mode.” Cotto by decision. His experience and overall boxing skills will help him withstand Alvarez’s youth and aggression. ",https://nypost.com/2015/11/20/breaking-down-miguel-cotto-canelo-alvarez-a-puerto-rico-mexico-battle/,New York Post,Conservative
222,Little-known hedgie plays hardball with Puerto Rico’s debt,Michelle Celarier,2015-11-14,"As Puerto Rico careens toward a major default on its $70 billion debt load, one hedge fund mogul is emerging as a stumbling block to any deal with creditors. No, it’s not renowned “holdout” Paul Singer, who isn’t involved in the Island. The main hurdle for Puerto Rico is Mark Brodsky, a former bankruptcy lawyer who in 2004 left Singer’s Elliott Management after 10 years to strike out on his own. Brodsky’s firm, the $4.5 billion Aurelius Capital, is one of several hedge funds that own Puerto Rico’s general obligations bonds and are due an interest payment of $267 million on Dec. 1 — a debt Puerto Rico said it can’t pay. This week, Moody’s Investors Service said default is likely. While no official talks have been held, the island commonwealth has said it wants bondholders to take losses or exchange their debt for new bonds that pay a lower interest rate and carry a longer payout period. So far, Brodsky is less than bowled over by the idea, several sources said. “He’s digging in his heels and refusing to compromise,” said a person close to the informal discussions that have taken place among creditors. Word to Puerto Rico officials: Get ready for a protracted fight. When Brodsky teamed up with his ally Singer as investors in Argentine debt, it was Aurelius who was the most stubborn holdout — not Singer, who got most of the headlines, sources said. In September, Brodsky was at it again — trying to block a restructuring deal between Ukraine and its bondholders, according to individuals involved in the talks, who said Brodsky ended up cutting a side deal to get paid back 100 cents on the dollar. Over the next 16 days (and beyond), Aurelius is expected to be just as sharp a thorn in Puerto Rico’s side. Aurelius owns a big chunk of Puerto Rico’s $12 billion in general obligation debt — part of its overall debt load. The creditors have been meeting in recent weeks to try to find common ground on concessions they can agree on in upcoming negotiations with Puerto Rico. But Aurelius hasn’t been in the creditor meetings, sources said. In fact, Aurelius’ posture is one of the reasons the so-called Ad Hoc Group of Puerto Rican creditors — to which it belonged — recently broke up after many of the funds realized that lobbying for full payment wasn’t going to work, these sources told The Post. “It’s one thing to have a claim, and it’s another thing to expect to get that,” said one hedge fund manager regarding Aurelius’ take- no-prisoners attitude. In recent weeks, the Treasury Department has asked Congress to intervene by passing a bankruptcy law for Puerto Rico. Such a change is unlikely to happen — at least not before the commonwealth runs out of money, sources said. Unlike Singer’s $27 billion Elliott Management, which has also become a major activist player in the stock market, Aurelius is a much smaller fund that is solely focused on distressed debt. That may be one reason for Brodsky’s intransigence, investors say. He’s also having a bad year. Aurelius had lost 3 percent this year through October, according to investors. Brodsky did not return calls for comment. ",https://nypost.com/2015/11/14/little-known-hedgie-plays-hardball-with-puerto-ricos-debt/,New York Post,Conservative
223,Blame the progressive ‘vultures’ for Puerto Rico’s woes,Post Editorial Board,2015-11-09,"Demonize someone else for the disasters your ideas have caused — that’s the progressive “solution.” Case in point: Mayor de Blasio’s slam of “vulture hedge-funders” for fueling Puerto Rico’s debt woes. The commonwealth’s crisis is “being created by hedge-fund managers . . . trying to take advantage” of Puerto Ricans, de Blasio said Friday. He blasted lenders for “trying to make a profit” off the island’s “financial danger.” Uh, would you lend to Puerto Rico if you couldn’t make money on the deal? Progressives like City Council Speaker Melissa Mark-Viverito and Sen. Elizabeth Warren (D-Mass.) have resorted to the same “vultures” slur. None will own up to Puerto Rico’s real problem: an economy that’s shrunk every year since 2007 — where just 40 percent of adults work or are seeking jobs, and more than a quarter of workers get government paychecks.
Nor to the pain imposed by the too-high minimum wage Congress long ago imposed on Puerto Rico. As a share of per-capita income, the federal minimum wage is nearly three times as high on the island as on the mainland. That leaves tourist businesses (a key part of the economy) lagging their Caribbean competitors. Nor will they ever note that Puerto Rico grew too dependent on now-lost federal subsidies. Or blame the island’s bloated government, which has used debt to finance its overspending (just what got Gotham in trouble in the ’70s). The real culprits, in short, are all progressive dreams: ever-higher minimum wages, government subsidies, fat-laden budgets. . . Instead, they target the “vulture” lenders whose money has (so far) helped Puerto Rico stave off financial doom.
That’s the progressive prescription for Puerto Rico: Slap the only folks offering any aid, ignore the real problems — and don’t care that you’re not really helping one bit. ",https://nypost.com/2015/11/09/blame-the-progressive-vultures-for-puerto-ricos-woes/,New York Post,Conservative
224,Cuomo kisses Mark-Viverito over NY-Puerto Rico relationship,Yoav Gonen,2015-11-06,"SAN JUAN, PUERTO RICO — Gov. Cuomo strengthened his relationship with City Council Speaker Melissa Mark-Viverito on Thursday during a trip to Puerto Rico — and sealed it with a kiss. The speaker, a close ally of Mayor de Blasio, grew emotional as she thanked Cuomo for opening a New York state trade, economic-development and tourism office in Old San Juan. “It’s very emotional personally,” she said of the dire financial status of Puerto Rico, where she was born and raised. “So thank you, Governor Cuomo . . . You are taking the steps to continue to affirm the commitment in the relationship that New York has with Puerto Rico.” With Mark-Viverito and a large delegation of New York elected officials seated nearby, Cuomo spoke at length about the close ties between the US territory and New York state. “We are inextricably linked . . . There is a total simpatico between the communities,” said Cuomo, who also visited Puerto Rico, which is drowning in more than $70 billion in debt, over the summer. “Friendship is not [just] being there when things are easy,” he added. “The test of friendship is being there when things are hard.” ",https://nypost.com/2015/11/06/cuomo-kisses-mark-viverito-over-ny-puerto-rico-relationship/,New York Post,Conservative
177,Lessons learned from traveling with baby on Puerto Rico trip,,2015-11-05,"SAN JUAN, Puerto Rico  We were in paradise, surrounded by lush trees and waterfalls in El Yunque rainforest.But the pint-sized traveler on my husband's back was more concerned about our dwindling Goldfish supply than the marvels around us.""Look, Hunt, a waterfall!"" I pointed. He responded by touching his pinched fingertips together and saying, ""More, more, more.""I slipped him another cracker and repeated our mantra that this trip would be good for him.Seventeen months after my first son was born, my husband and I were itching to go abroad. We love travel and experiencing new cultures. And because we hope to instill that love in our offspring, we decided to bring him along.Some friends and family were perplexed. ""You know he won't remember it, right?"" they asked.Sure, we knew. But we also knew that what kids experience shapes their brains and futures, whether they remember those experiences or not.And we knew we'd miss the bugger like crazy if we left him behind.So we set some parameters. We wanted a spot that was affordable, wouldn't be a nightmare to fly to with a toddler, had plenty of kid-friendly attractions and would expose him to another language.Puerto Rico fit the bill.Our passports are colored with trips abroad, but we quickly realized we had to toss out all we thought we knew about traveling.We were no longer a (somewhat) low-maintenance duo, sharing two carry-ons and one checked bag. No, this was a four carry-on, two-checked bag endeavor, plus a gate-checked kid carrier.Necessities from previous trips — like laptops and pro photo gear — were nixed to make room for baby supplies like swim diapers. For photos and surfing the Web, we used our iPhones.As with parenting in general, we prepared well on some fronts, but flubbed others altogether.Things we did right:— We brought things to keep the tyke busy on the plane and beyond: books, crayons, paper and even annoying noisemakers we'd cursed relatives for giving us but which ultimately proved invaluable.— We researched San Juan well enough to know that a stroller would be a pain. We opted instead to bring a hiking-style child carrier. This made our jaunt through the rainforest easy and it was a great conversation-starter with locals. One woman literally stopped traffic to tell us how cool she thought it was.— We got a two-room suite. It cost $50 more a night and felt strange for me — my first trips abroad were hostel-hopping budget fests. But having two rooms let us keep Hunt on his normal sleep schedule, while letting us talk, read and more between his bedtime and ours.— We stuck with his nap schedule, too, by tackling one outing in the morning, then returning to the hotel for a noon break before going back out. That limited our itinerary, but we knew skipped naps would be a hell we preferred not to endure.— We did things that weren't kid-friendly like San Juan's historic forts and the Arecibo Observatory, just as we would have without him. We walked miles a day to see how people on the island live, and we shopped at a farmers market. When Hunt got impatient, one of us broke away with him and let the other finish the experience.Things we did wrong:— We broke our don't-disrupt-the-baby's-routine rule by booking a late flight on the way home, and, oh, did we pay for it. While we managed to mostly shield fellow travelers from our anguish, my husband ended up with a shiner from a tiny, flailing fist during one particularly potent tantrum.— We didn't ask the hotel about noisy scheduled events. Big mistake. We loved our hotel, but didn't love the bar-style thumping on our second night.— We occasionally expected our toddler not to be a toddler. We never overtly lost our cool when, say, Hunt threw himself on the ground for no apparent reason as we went to show him his first view of the ocean, but we did catch ourselves snapping at each other from the stress. What it taught us: Time-outs are good for adults, too.But once he reached that beach, his eyes widened, his jaw dropped and he was more ecstatic than I'd ever seen him. He rushed to the water's edge and stopped to let the waves lap his little feet, then reached willingly - for the first time ever - for my hand to guide him. I'd been studying Spanish for the trip, so when another little boy approached with toys, I was able to ask in Spanish if my son could play with him. The two played in the sand with no language barrier — toddlers don't need words to understand meaning.I don't know if the trip was as good for Hunt as I'd hoped. But one thing is certain: It was good for me.",https://www.foxnews.com/travel/lessons-learned-from-traveling-with-baby-on-puerto-rico-trip,Fox,Conservative
225,15 reasons why Puerto Rico should be our next state,Chris Bunting,2015-10-20,"You know what our flag’s missing? A 51st star. So, Puerto Rico for statehood, it is — huzzah! Wait, I can sense your hesitancy. Is it because of the quirkiness of the number? Because I refuse to sit here and listen to any hate speech about “51,” you rabid anti-semiprime-ite! ShutterstockOr … maybe it’s because you don’t think the Caribbean island’s star will fit in the already over-crowded bluey recess that is Old Glory’s canton. Well, we could always just hide it in one of the stripes. Better yet, just replace South Dakota’s star with it. No one will care. Done and done. Oh, I see. This is about money. Sure, Puerto Rico’s on the verge of filing for bankruptcy. But is there anything more American than being broke right now? Because if you’ve been struggling to find just one issue to agree with Jeb Bush on, this is it: He’s 100 percent down with PR statehood. Still not convinced? Here, a very palindromic 15 ways the Rico-suave US territory should become state No. 51, leaving Guam and American Samoa back at the kiddie table (sorry, guys). If it’s good enough for the Vanderbilt family, it’s good enough for us. Back in 1919, Frederick William of said Dutch dynasty built the not-coincidentally named Condado Vanderbilt. It recently reopened after a $200 million reno; if you’ve never used one of their business butlers, you’re truly missing out. From $225. Condado VanderbiltSpeaking of the joint, P.S., Puerto Rico’s first and only hammam can be found at The Spa at Condado Vanderbilt. Here, the minimum drinking age is 18. You’re welcome, incoming Universidad de Puerto Rico freshman. There’s not one, not two, but five Miss Universe winners from the island (no, thank you, Mr. Future President of the Universe Donald Trump). Like any good countrymen, Puerto Ricans like to eat — maybe even more so than Mississippians — so it’s little wonder the island is home to a great many top chefs and their respective kitchens: Juan Jose Cuevas (1919 Restaurant), José Santaella (Santaella), Mario Pagán (Laurel), Pedro Álvarez (AlCor Foods Inc.), Jose Enrique (El Blok), Wilo Benet (Pikayo), Alfredo Ayala (Chayote), Xavier Pacheco (La Jaquita Baya), Kevin Roth (La Estacion), the list goes on. Puerto Rico Tourism CompanyWhile it’s probably no picnic for the thirsty trees themselves, there is such a geographical curiosity as a tropical dry forest, so-taxonomied for their unusually long droughts. Outside of Hawaii, Puerto Rico would be the only state to have them. But if you insist on the rainy varietal of trees, verdant and hiker-friendly El Yunque — the only rainforest in the US National Forest System — is always willing to wet your whistle. Puerto Rico Tourism CompanyOutside of a few Berlitz-cribbed foreign words embarrassingly butchered at a waiter, rarely do we vacation with an expanded vocabulary. But Puerto Rico’s got a good one: bioluminescence, a k a “living light.” In bay form, it’s a pool of millions of one-celled dinoflagellates — oh wait, another sexy one! — that glaze the water in neon blue. There’s only seven of these bio bays in the world, and Puerto Rico has three (including the Guinness World Record holder for brightest: Mosquito Bay). Puerto Rico is home to a real-life, really named Gilligan’s Island (the western-most cay in Cayos de Caña Gorda), just a quick boat ride away from Copamarina in Guánica; ideal for snorkelers and professors, alike. See it by inflatable beer-friendly Jacuzzi (towed by a real boat) when you stay at nearby Copamarina Beach Resort & Spa in Guánica. From $269 (Ginger and Mary Ann not included.) Other than Cali, Hawaii and Florida, Puerto Rico would be one of the few states perfect for surfing year-round. San Juan-based Courtyard Isla Verde‘s gnar surf-n-stay package can get kooks and groms started with daily lessons. From $199. Hotel El ConventoSing it, sister, at Old San Juan’s centrally located, centuries-old Carmelite nunnery, Hotel El Convento — the only Small Luxury Hotels of the Worlder in the ‘hood. Have the property’s chef give you an herb garden tour with bottomless bubbly and then prep your meal. Then lock down the sail-n-stay package to San Juan Bay, from $270/night. Bacardi ArchiveLike we need to tell you Puerto Rico is home to both the Bacardi and Don Q rum factories (as you already did your mini-bottle research on the plane coming over). But you might not know the island also has several craft beer brewers like Barlovento Brewing Company in Manati, Boquerón Brewing Company in Cabo Rojo, FOK Brewing Co. in Caguas and Señorial Brewing Co. in Ponce, just to name a few. But back to that rum. Famed Gotham mixologist Lynnette Marrero’s secret rum cocktail, Chino Latino, is made with 2 oz. Don Q Cristal, ¾ lemongrass lime cordial, ½ oz. coconut water and ½ oz. lime juice. You’re welcome. La ConchaYou can chow down inside a giant shell-shaped restaurant, Perla, at San Juan’s La Concha Resort. The menu’s fittingly mostly surf plus a li’l turf. Hear ye, hear ye — bikini season is dead, long-live fat season! The Doubletree by Hilton San Juan is getting things started with its “Sweet Treats” package, including signature fresh baked chocolate chip and walnut cookies at check-in, handmade gourmet chocolates, comp’d breakfast and, randomly, admittance to the Puerto Rico Museum of Art. From $249. A little bit Mardi Gras — OK a lot bit Mardi Gras — La Placita de Santurce in San Juan transforms from mild-mannered marketplace by day into an orgiastic food-and-cheap booze-fueled dance party by night, especially on weekends (the Puerto Rican word “weekend” means Thursday-Monday). Totally unrelated to its current financial whoops-a-daisy, Puerto Rico is gently reminding the world of its three-year-plus-old, tax-haven-y legislation which provides tax breaks for business owners and investors looking to relocate to somewhere sunnier than Wall Street. “Act 20” offers a flat 4 percent tax on earnings, as well as 100 percent tax-exemption on dividends or profit distributions from export services (you must employ at least 3 people). “Act 22” exempts business from taxes on dividends and capital gains, red meat for hedge-funders, asset managers and traders. I don’t understand what I just said, but there, I said it. ",https://nypost.com/2015/10/20/15-reasons-why-puerto-rico-should-be-our-next-state/,New York Post,Conservative
226,"UBS, ex-employees fined $32M for selling Puerto Rico’s debt",Kevin Dugan,2015-09-29,"UBS and two ex-employees were hit with $32 million in penalties and sanctions by regulators on Tuesday for selling Puerto Rico’s toxic debt to unsuspecting investors before the US commonwealth went bankrupt. The bank’s Puerto Rico unit and ex-supervisor Ramiro Colon turned a blind eye to broker Jose Ramirez, who sold $50 million in bonds and lied about the risk, according to a settlement between UBS and the SEC. ",https://nypost.com/2015/09/29/ubs-ex-employees-fined-32m-for-selling-puerto-ricos-debt/,New York Post,Conservative
227,Critics call on top Treasury adviser to exit Puerto Rico talks,Michelle Celarier,2015-09-24,"Former Lazard banker Antonio Weiss, who became a key adviser to US Treasury Secretary Jack Lew after opponents fought his nomination to an official post, is running into more resistance advising on Puerto Rico’s debt crisis. A coalition of liberal activists sent a letter to Weiss on Thursday suggesting his Wall Street ties present a conflict of interest and he should recuse himself from the debt negotiations. Until last year, Weiss was head of investment banking at Lazard, which has a history of advising Puerto Rico on its municipal debt. That debt has now mushroomed to $73 billion, which the island’s governor said it can’t pay. Lazard also advised US hedge funds to snap up the debt and has invested in some of the hedge funds that did so, according to the activists, led by Hedge Clippers and Rootstrikers, which target the moneyed elite. Hedge funds including Blue Mountain, headed by former JPMorgan banker Andrew Feldstein, are battling Puerto Rico in the courts and fighting the commonwealth’s efforts to see US bankruptcy law extend to Puerto Rico. “Given Lazard’s ties to the Puerto Rican debt crisis, your recusal is necessary to preserve the appearance of neutrality in Treasury’s actions,” according to the letter. Coalition Letter to Antonio Weiss  Weiss withdrew his nomination as Treasury undersecretary earlier this year after liberal opponents, led by Sen. Elizabeth Warren of Massachusetts, said his years as a Wall Street dealmaker made him unsuitable for the job. Weiss’s $21 million golden parachute from Lazard and his involvement in the Burger-King Tim Horton tax inversion deal also fueled opposition to his nomination, according to the activists. Lew brought him aboard anyway but as a key adviser on domestic finance issues, including Puerto Rico’s debt woes. “It’s outrageous for him to lead the Treasury’s response to the crisis he helped manufacture,” said Arturo Carmona, executive director of Presente.org, a Latino organization that is part of the coalition. A Treasury official declined to comment on the letter. But President Obama has backed Lew in stating publicly that Puerto Rico should be included in the US bankruptcy law. “By granting Puerto Rico access to an orderly bankruptcy regime as soon as possible, Congress can help put Puerto Rico — and the millions of US citizens who live there — on the best path to a sustained recovery,” the Treasury secretary said in a recent letter to Congress. ",https://nypost.com/2015/09/24/critics-call-on-top-treasury-adviser-to-exit-puerto-rico-talks/,New York Post,Conservative
228,Cuomo tells Puerto Rico: Your problems are our problems,Kirstan Conley,2015-09-09,"Gov. Cuomo told Puerto Rican officials Tuesday that “your problems really are New York’s problems” as he led a 15-member delegation to the financially troubled island. Puerto Rico is struggling with $72 billion in debt and needs the federal government’s approval to tap into bankruptcy protections. Cuomo promised to press Washington, while offering New York’s resources to help the commonwealth find savings in everything from health care to energy costs. He also announced a joint $5 million tourism campaign to promote travel between the state and the island. “It is hard to overstate the relationship between Puerto Rico and New York,” Cuomo said during one of several public appearances. “First of all, we have about a million Puerto Ricans in New York. Practically, there’s a strong connection, financially, there’s a strong connection. “Your problems really are New York’s problems,” he added. The governor noted that health care accounts for 20 percent of the island’s economy and offered to send experts to Puerto Rico to show how New York has cut costs for Medicaid and Medicare. “Helping Puerto Rico resolve its current crisis is both morally and fiscally important for New York City,” said Puerto Rico-born Assemblyman Marcos Crespo (D-Bronx), who is part of the governor’s entourage. ",https://nypost.com/2015/09/09/cuomo-tells-puerto-rico-your-problems-are-our-problems/,New York Post,Conservative
229,"To save Puerto Rico from bankruptcy, face the facts",Jorge San Miguel,2015-08-31,"Amid the hype of Puerto Rico’s economic challenges, some lawmakers and special interests are lobbying for extreme measures, like Chapter 9 bankruptcy, to purportedly help the island’s recovery. New York Federal Reserve President William Dudley, for example, last week endorsed the idea, saying “it could help facilitate an orderly restructuring of their debt which is probably going to turn out to be necessary.” That’s a mistake. A bankruptcy by Chapter 9 or otherwise will permanently harm the island by damaging its credibility with investors and raising the cost of borrowing. Chapter 9 focuses solely on debt, not the policies and structural issues that Puerto Rico knows it must correct to improve public services and economic growth. Chapter 9 kicks the can, which is in part the cause of Puerto Rico’s challenges. Bankruptcy also guarantees years of very costly litigation, further credit instability and no public or private investment on the island. That’s exactly the opposite of what Puerto Rico needs and can afford. For any solution to be effective, it must help regain private investment and restore economic credibility. Fortunately, there are common-sense solutions at hand. For example, Puerto Rico can expand its Public Private Partnerships (known locally as P3). Since enacting its P3 legislation in 2009, Puerto Rico successfully completed transactions for toll roads, schools and an airport that collectively eliminated billions of dollars of debt and future spending. P3s offer the government the ability to privatize public assets. This eliminates the day-to-day costs of operation while improving local services and infrastructure. There remain significant opportunities for future P3s that could collectively eliminate up to a quarter of their debt. These include other roads, airports, seaports and utilities. Privatizing just the Puerto Rico Electric Power Authority and the Puerto Rico Aqueduct and Sewer Authority would eliminate $15 billion of government debt alone. Puerto Rico can also improve tax collection. The island’s sales-tax collection rate is roughly 56 percent, which is well below the average mainland rate of 83 percent. Even a modest improvement could produce annual revenues of half a billion dollars or more. The island must also cut the red tape strangling development. The World Bank Group ranks Puerto Rico 158th out of 189 economies in permitting and construction regulations. It takes six years to get all the permits necessary to start a large-scale development. And just getting a standard construction permit can take six months. Anyone can see there is room for improvement. Best of all, it can be achieved quickly via executive orders from the governor. The government can also reform how it buys goods and services. Right now it isn’t centralized, transparent or competitive, which means the government pays more than it should. In 2011, legislation was passed to modernize the process, but it was never implemented. It should be implemented immediately; even a small improvement could save over $1 billion annually. The point is, there are clear short-term steps that Puerto Rico can take with immediate long-term benefits. These alone are worth over $3 billion in new revenues and savings requiring no legislation, bailout, debt restructuring or Chapter 9. New Yorkers have a stake in Puerto Rico’s future and avoiding Chapter 9. City pension funds are invested there. City Comptroller Scott Stringer and Bronx Borough President Ruben Diaz Jr. recently said: “We cannot advocate for a change in law that could adversely affect the value of the pension holdings, and, by extension, the retirement security of New York City workers.” And no one has more at stake than those who live, work and pay taxes in Puerto Rico. Ours is not a crisis, but an opportunity to develop needed reforms to better serve our taxpayers, help our most vulnerable, ignite economic growth and meet the government’s obligations with “investors,” which include hardworking Puerto Ricans that have their life savings in local credit unions. It’s a question of will, not of ways. Puerto Rico has the wherewithal, we just need to get it done. Jorge San Miguel is a capital member of the law firm Ferraiuoli LLC in San Juan, Puerto Rico, where he is chair of the firm’s Energy and Environmental Law Practice Groups. ",https://nypost.com/2015/08/31/to-save-puerto-rico-from-bankruptcy-face-the-facts/,New York Post,Conservative
230,Puerto Rico’s debt crisis might lead to US hedge fund tensions,Michelle Celarier,2015-07-27,"The first domino in Puerto Rico’s $72 billion debt drama could fall on Aug. 1. The island commonwealth doesn’t have the cash to make a a $58 million payment on Public Finance Corp. bonds due that day, the chief of staff for Gov. Alejandro Garcia Padilla warned Monday. Last month, Padilla said Puerto Rico’s debt is “not payable,”and the commonwealth has been in heated talks with powerful US investors about restructuring its obligations. But it appears that some debts are more payable than others, which could lead to tension between local bondholders and US hedge funds and mutual funds. “Puerto Rico is strategically choosing the PFC bonds for a default because they have almost no legal protection to force payment,” said Puerto Rican bond expert Cate Long.
“They want to start a bondholder war,” she added. On the other hand, powerful US investors, including at least 36 hedge funds and some big mutual funds, are likely to get paid. One group of US hedge funds owns bonds issued by the Government Development Bank, which make up 47 percent of the island’s debt. Victor Suarez, the governor’s chief of staff, said Puerto Rico will do “everything possible” to make a payment for the GDB, which is scheduled to make a $169.6 million interest payment on Aug. 1, according to Reuters. ",https://nypost.com/2015/07/27/puerto-ricos-debt-crisis-might-lead-to-us-hedge-fund-tensions/,New York Post,Conservative
231,How US wage laws helped sink Puerto Rico’s economy,Charles Lane,2015-07-11,"Greece is dominating the headlines, but between that financial catastrophe and the one facing Puerto Rico, the latter probably deserves more attention in the United States — at least more attention than it’s getting. The Puerto Rican predicament results in large part from policy mistakes by the federal government — with directly relevant lessons for the economic debate on the mainland. Take the minimum wage. Progressives around the country are campaigning to raise it to $15 an hour — more than double the current $7.25 minimum and even higher than the $10.10 supported by President Obama. Advocates confidently assert that this huge increase in the price of labor could be imposed with no significant job-killing impact, or at least that any such consequences would be outweighed by reductions in income inequality. Puerto Rico’s economic ruin, however, is partly a story of the damage an ill-considered minimum-wage hike can do. Prior to 1974, Congress held Puerto Rico’s minimum wage below that of the mainland, a sensible policy given the commonwealth’s lower level of economic development and labor productivity. Then, with the best of intentions, lawmakers ordered Puerto Rico to equalize its rate with the federal figure; this was phased in by 1983, and the Puerto Rican minimum wage has moved in lock-step with the federal minimum ever since. The results were sharply disruptive, according to a 1992 National Bureau of Economic Research analysis. They included “substantially reduced employment on the island” and mass migration of suddenly unemployable lower-skilled workers to the US mainland. Puerto Rico did post a short-term increase in real earnings, but the causal factor was the out-migration, which shrank the labor supply. Without the exodus, the authors noted, “it would have been virtually impossible to impose the US-level minimum on the island.” Today, a full-time job at the minimum wage of $7.25 pays 77 percent of Puerto Rico’s per capita income, compared with 28 percent in the United States. High prices for low-skilled labor kill employers’ incentive to invest and create jobs, especially in the labor-intensive tourism sector, which faces stiff competition from the hotels and resorts of lower-wage Caribbean islands. A 2012 World Bank study found that the minimum wage, relative to the value added per worker, is nearly twice as high in Puerto Rico as it is in the Bahamas and Jamaica. In short, the minimum wage is a major reason for what a newly published report by two former and one current International Monetary Fund economists calls “the single most telling statistic in Puerto Rico”: Only 40 percent of the adult population on the island is employed or looking for a job — versus a US labor force participation rate of 63 percent. Of course, many Puerto Ricans work for less than the minimum — in the black-market economy, which is untaxed. In other words, the minimum wage also helps explain Puerto Rico’s lack of revenue with which to service its debt. Puerto Rico’s dysfunctional labor market is not only due to the relatively high minimum wage. Also killing the demand for, and supply of, labor are the island’s onerous overtime, paid-vacation and job-security regulations. And even at the minimum wage, full-time work in Puerto Rico pays less than the combined package of welfare, Medicaid and food stamp benefits for which a family of three might qualify. Taken together, these factors result in “massive underutilization of labor, foregone output and waning competitiveness,” the IMF economists’ report concludes. If progressives have their way, however, US rules on overtime, sick leave and the rest would become more like Puerto Rico’s. A $15 per hour minimum wage, if adopted nationwide, would mean that full-time work at the minimum wage would pay roughly 65 percent of 2014 US annual per capita income — more than double the current ratio and only 12 percentage points lower than in Puerto Rico. The point is not that the minimum wage should be abolished or the labor market immune to incremental regulation. Indeed, the US economy is much more productive than Puerto Rico’s, so it could probably absorb modest, gradual minimum wage increases. Still, the island’s experience with the minimum wage and other labor-market regulations is an instructive tale, the clear moral of which is to proceed with caution. ",https://nypost.com/2015/07/11/how-us-wage-laws-helped-sink-puerto-ricos-economy/,New York Post,Conservative
